"cell_type"	"biopsy_tissue"	"biopsy_cell_selection"	"grouping_id"	"study_id"	"hgnc_symbol"	"ensembl_gene_id"	"ensembl_version"	"p_value"	"p_value_adj"	"auc"	"pct_cells_target_cluster"	"pct_cells_other_clusters"	"avg_logFC"	"study_specific_columns"	"study_specific_columns_values"	"notes"
"Tcm"	"colon"	"immune"		"JamesKR-32066951"	"NOSIP"	"ENSG00000142546"	99		0				2.1478767	""	""	
"Tcm"	"colon"	"immune"		"JamesKR-32066951"	"PABPC1"	"ENSG00000070756"	99		2.25e-276				0.44590548	""	""	
"Tcm"	"colon"	"immune"		"JamesKR-32066951"	"PTPRCAP"	"ENSG00000213402"	99		1.73e-217				2.7441683	""	""	
"Tcm"	"colon"	"immune"		"JamesKR-32066951"	"RGS10"	"ENSG00000148908"	99		4.54e-181				1.2942553	""	""	
"Tcm"	"colon"	"immune"		"JamesKR-32066951"	"RPL10"	"ENSG00000147403"	99		0				0.1656182	""	""	
"Tcm"	"colon"	"immune"		"JamesKR-32066951"	"RPL10A"	"ENSG00000198755"	99		1.34e-272				0.28399026	""	""	
"Tcm"	"colon"	"immune"		"JamesKR-32066951"	"RPL11"	"ENSG00000142676"	99		0				0.3031963	""	""	
"Tcm"	"colon"	"immune"		"JamesKR-32066951"	"RPL12"	"ENSG00000197958"	99		0				0.26061216	""	""	
"Tcm"	"colon"	"immune"		"JamesKR-32066951"	"RPL13"	"ENSG00000167526"	99		0				0.23161343	""	""	
"Tcm"	"colon"	"immune"		"JamesKR-32066951"	"RPL14"	"ENSG00000188846"	99		0				0.32896397	""	""	
"Tcm"	"colon"	"immune"		"JamesKR-32066951"	"RPL17"	"ENSG00000265681"	99		1.81e-248				0.45229954	""	""	
"Tcm"	"colon"	"immune"		"JamesKR-32066951"	"RPL18"	"ENSG00000063177"	99		0				0.28073114	""	""	
"Tcm"	"colon"	"immune"		"JamesKR-32066951"	"RPL18A"	"ENSG00000105640"	99		0				0.21639344	""	""	
"Tcm"	"colon"	"immune"		"JamesKR-32066951"	"RPL19"	"ENSG00000108298"	99		0				0.30921546	""	""	
"Tcm"	"colon"	"immune"		"JamesKR-32066951"	"RPL22"	"ENSG00000116251"	99		0				0.44972408	""	""	
"Tcm"	"colon"	"immune"		"JamesKR-32066951"	"RPL24"	"ENSG00000114391"	99		0				0.31768635	""	""	
"Tcm"	"colon"	"immune"		"JamesKR-32066951"	"RPL26"	"ENSG00000161970"	99		5.54e-290				0.25384462	""	""	
"Tcm"	"colon"	"immune"		"JamesKR-32066951"	"RPL28"	"ENSG00000108107"	99		0				0.29616255	""	""	
"Tcm"	"colon"	"immune"		"JamesKR-32066951"	"RPL29"	"ENSG00000162244"	99		0				0.30883127	""	""	
"Tcm"	"colon"	"immune"		"JamesKR-32066951"	"RPL3"	"ENSG00000100316"	99		1.93e-265				0.18631221	""	""	
"Tcm"	"colon"	"immune"		"JamesKR-32066951"	"RPL30"	"ENSG00000156482"	99		0				0.40541717	""	""	
"Tcm"	"colon"	"immune"		"JamesKR-32066951"	"RPL32"	"ENSG00000144713"	99		0				0.3059786	""	""	
"Tcm"	"colon"	"immune"		"JamesKR-32066951"	"RPL34"	"ENSG00000109475"	99		0				0.27154392	""	""	
"Tcm"	"colon"	"immune"		"JamesKR-32066951"	"RPL35A"	"ENSG00000182899"	99		0				0.29751214	""	""	
"Tcm"	"colon"	"immune"		"JamesKR-32066951"	"RPL36"	"ENSG00000130255"	99		0				0.27654004	""	""	
"Tcm"	"colon"	"immune"		"JamesKR-32066951"	"RPL36A"	"ENSG00000241343"	99		2.59e-185				0.37279093	""	""	
"Tcm"	"colon"	"immune"		"JamesKR-32066951"	"RPL37"	"ENSG00000145592"	99		0				0.33960575	""	""	
"Tcm"	"colon"	"immune"		"JamesKR-32066951"	"RPL39"	"ENSG00000198918"	99		0				0.25935826	""	""	
"Tcm"	"colon"	"immune"		"JamesKR-32066951"	"RPL4"	"ENSG00000174444"	99		4.19e-284				0.33407924	""	""	
"Tcm"	"colon"	"immune"		"JamesKR-32066951"	"RPL41"	"ENSG00000229117"	99		4.2e-182				0.12977342	""	""	
"Tcm"	"colon"	"immune"		"JamesKR-32066951"	"RPL5"	"ENSG00000122406"	99		0				0.33872232	""	""	
"Tcm"	"colon"	"immune"		"JamesKR-32066951"	"RPL6"	"ENSG00000089009"	99		2.32e-288				0.2562899	""	""	
"Tcm"	"colon"	"immune"		"JamesKR-32066951"	"RPL7A"	"ENSG00000148303"	99		0				0.2794542	""	""	
"Tcm"	"colon"	"immune"		"JamesKR-32066951"	"RPL9"	"ENSG00000163682"	99		3.53e-300				0.26232025	""	""	
"Tcm"	"colon"	"immune"		"JamesKR-32066951"	"RPLP0"	"ENSG00000089157"	99		3.04e-228				0.26183847	""	""	
"Tcm"	"colon"	"immune"		"JamesKR-32066951"	"RPS10"	"ENSG00000124614"	99		0				0.44734934	""	""	
"Tcm"	"colon"	"immune"		"JamesKR-32066951"	"RPS12"	"ENSG00000112306"	99		0				0.34169856	""	""	
"Tcm"	"colon"	"immune"		"JamesKR-32066951"	"RPS13"	"ENSG00000110700"	99		0				0.38809466	""	""	
"Tcm"	"colon"	"immune"		"JamesKR-32066951"	"RPS14"	"ENSG00000164587"	99		0				0.254393	""	""	
"Tcm"	"colon"	"immune"		"JamesKR-32066951"	"RPS15"	"ENSG00000115268"	99		0				0.23783177	""	""	
"Tcm"	"colon"	"immune"		"JamesKR-32066951"	"RPS15A"	"ENSG00000134419"	99		0				0.2894672	""	""	
"Tcm"	"colon"	"immune"		"JamesKR-32066951"	"RPS18"	"ENSG00000231500"	99		1.26e-202				0.15324269	""	""	
"Tcm"	"colon"	"immune"		"JamesKR-32066951"	"RPS19"	"ENSG00000105372"	99		2.38e-283				0.20322785	""	""	
"Tcm"	"colon"	"immune"		"JamesKR-32066951"	"RPS21"	"ENSG00000171858"	99		0				0.44947308	""	""	
"Tcm"	"colon"	"immune"		"JamesKR-32066951"	"RPS23"	"ENSG00000186468"	99		0				0.3146486	""	""	
"Tcm"	"colon"	"immune"		"JamesKR-32066951"	"RPS24"	"ENSG00000138326"	99		7.34e-294				0.2619735	""	""	
"Tcm"	"colon"	"immune"		"JamesKR-32066951"	"RPS25"	"ENSG00000118181"	99		0				0.30003065	""	""	
"Tcm"	"colon"	"immune"		"JamesKR-32066951"	"RPS27"	"ENSG00000177954"	99		0				0.2562757	""	""	
"Tcm"	"colon"	"immune"		"JamesKR-32066951"	"RPS27A"	"ENSG00000143947"	99		0				0.2668036	""	""	
"Tcm"	"colon"	"immune"		"JamesKR-32066951"	"RPS28"	"ENSG00000233927"	99		0				0.26867318	""	""	
"Tcm"	"colon"	"immune"		"JamesKR-32066951"	"RPS29"	"ENSG00000213741"	99		2.2e-213				0.2393139	""	""	
"Tcm"	"colon"	"immune"		"JamesKR-32066951"	"RPS3"	"ENSG00000149273"	99		0				0.30350995	""	""	
"Tcm"	"colon"	"immune"		"JamesKR-32066951"	"RPS3A"	"ENSG00000145425"	99		0				0.32861766	""	""	
"Tcm"	"colon"	"immune"		"JamesKR-32066951"	"RPS4X"	"ENSG00000198034"	99		0				0.24167217	""	""	
"Tcm"	"colon"	"immune"		"JamesKR-32066951"	"RPS5"	"ENSG00000083845"	99		6.87e-225				0.22367352	""	""	
"Tcm"	"colon"	"immune"		"JamesKR-32066951"	"RPS6"	"ENSG00000137154"	99		3.94e-305				0.23089339	""	""	
"Tcm"	"colon"	"immune"		"JamesKR-32066951"	"RPS7"	"ENSG00000171863"	99		0				0.30411878	""	""	
"Tcm"	"colon"	"immune"		"JamesKR-32066951"	"RPS8"	"ENSG00000142937"	99		0				0.27719796	""	""	
"Tcm"	"colon"	"immune"		"JamesKR-32066951"	"RPS9"	"ENSG00000170889"	99		7.19e-269				0.24103108	""	""	
"Tcm"	"colon"	"immune"		"JamesKR-32066951"	"RPSA"	"ENSG00000168028"	99		0				0.36863112	""	""	
"Tcm"	"colon"	"immune"		"JamesKR-32066951"	"SARAF"	"ENSG00000133872"	99		0				0.59959567	""	""	
"Tcm"	"colon"	"immune"		"JamesKR-32066951"	"SELL"	"ENSG00000188404"	99		0				2.3138757	""	""	
"Tcm"	"colon"	"immune"		"JamesKR-32066951"	"SLC2A3"	"ENSG00000059804"	99		0				1.3758851	""	""	
"Tcm"	"colon"	"immune"		"JamesKR-32066951"	"TCF7"	"ENSG00000081059"	99		0				2.0394416	""	""	
"Tcm"	"colon"	"immune"		"JamesKR-32066951"	"TMSB10"	"ENSG00000034510"	99		0				0.4578835	""	""	
"Tcm"	"colon"	"immune"		"JamesKR-32066951"	"TOMM7"	"ENSG00000196683"	99		2.2e-213				0.4635596	""	""	
"Tcm"	"colon"	"immune"		"JamesKR-32066951"	"TPT1"	"ENSG00000133112"	99		0				0.22946249	""	""	
"Tfh"	"colon"	"immune"		"JamesKR-32066951"	"AP3M2"	"ENSG00000070718"	99		3e-92				2.2548568	""	""	
"Tfh"	"colon"	"immune"		"JamesKR-32066951"	"ARHGDIB"	"ENSG00000111348"	99		3.15e-94				0.53383106	""	""	
"Tfh"	"colon"	"immune"		"JamesKR-32066951"	"ARID5A"	"ENSG00000196843"	99		1.74e-186				1.7558583	""	""	
"Tfh"	"colon"	"immune"		"JamesKR-32066951"	"B2M"	"ENSG00000166710"	99		2.97e-123				0.12913974	""	""	
"Tfh"	"colon"	"immune"		"JamesKR-32066951"	"BATF"	"ENSG00000156127"	99		4.88e-188				2.2089472	""	""	
"Tfh"	"colon"	"immune"		"JamesKR-32066951"	"BTG1"	"ENSG00000133639"	99		4.63e-152				0.42999184	""	""	
"Tfh"	"colon"	"immune"		"JamesKR-32066951"	"CD2"	"ENSG00000116824"	99		9.14e-233				1.4082707	""	""	
"Tfh"	"colon"	"immune"		"JamesKR-32066951"	"CD3D"	"ENSG00000167286"	99		1.66e-189				1.1647643	""	""	
"Tfh"	"colon"	"immune"		"JamesKR-32066951"	"CD3E"	"ENSG00000198851"	99		2.02e-159				1.1433402	""	""	
"Tfh"	"colon"	"immune"		"JamesKR-32066951"	"CD69"	"ENSG00000110848"	99		7.32e-160				0.6665764	""	""	
"Tfh"	"colon"	"immune"		"JamesKR-32066951"	"CH25H"	"ENSG00000138135"	99		2.89e-103				3.8720596	""	""	
"Tfh"	"colon"	"immune"		"JamesKR-32066951"	"CMTM8"	"ENSG00000170293"	99		2.38e-143				3.080856	""	""	
"Tfh"	"colon"	"immune"		"JamesKR-32066951"	"CYTIP"	"ENSG00000115165"	99		3.96e-104				0.7386238	""	""	
"Tfh"	"colon"	"immune"		"JamesKR-32066951"	"DDIT4"	"ENSG00000168209"	99		5.34e-139				0.99244833	""	""	
"Tfh"	"colon"	"immune"		"JamesKR-32066951"	"DDX5"	"ENSG00000108654"	99		2.89e-174				0.45616385	""	""	
"Tfh"	"colon"	"immune"		"JamesKR-32066951"	"EEF1A1"	"ENSG00000156508"	99		1.82e-124				0.15045936	""	""	
"Tfh"	"colon"	"immune"		"JamesKR-32066951"	"EIF1"	"ENSG00000173812"	99		1.48e-124				0.22180776	""	""	
"Tfh"	"colon"	"immune"		"JamesKR-32066951"	"GIMAP4"	"ENSG00000133574"	99		2e-112				1.6151546	""	""	
"Tfh"	"colon"	"immune"		"JamesKR-32066951"	"GIMAP7"	"ENSG00000179144"	99		8.12e-218				1.843439	""	""	
"Tfh"	"colon"	"immune"		"JamesKR-32066951"	"GPR183"	"ENSG00000169508"	99		9.07e-97				0.8265043	""	""	
"Tfh"	"colon"	"immune"		"JamesKR-32066951"	"HLA-E"	"ENSG00000204592"	99		7.15e-130				0.4329501	""	""	
"Tfh"	"colon"	"immune"		"JamesKR-32066951"	"ICOS"	"ENSG00000163600"	99		3.5e-214				2.3628883	""	""	
"Tfh"	"colon"	"immune"		"JamesKR-32066951"	"IFITM1"	"ENSG00000185885"	99		1.14e-209				1.3793055	""	""	
"Tfh"	"colon"	"immune"		"JamesKR-32066951"	"IKZF1"	"ENSG00000185811"	99		1.07e-210				1.3866097	""	""	
"Tfh"	"colon"	"immune"		"JamesKR-32066951"	"IL7R"	"ENSG00000168685"	99		6.87e-134				1.0268286	""	""	
"Tfh"	"colon"	"immune"		"JamesKR-32066951"	"ITK"	"ENSG00000113263"	99		2.75e-106				1.8200078	""	""	
"Tfh"	"colon"	"immune"		"JamesKR-32066951"	"ITM2B"	"ENSG00000136156"	99		6.16e-94				0.5039922	""	""	
"Tfh"	"colon"	"immune"		"JamesKR-32066951"	"JUNB"	"ENSG00000171223"	99		1.44e-290				0.6705759	""	""	
"Tfh"	"colon"	"immune"		"JamesKR-32066951"	"KLRB1"	"ENSG00000111796"	99		6.36e-125				1.2347714	""	""	
"Tfh"	"colon"	"immune"		"JamesKR-32066951"	"LDHA"	"ENSG00000134333"	99		7.25e-168				1.039089	""	""	
"Tfh"	"colon"	"immune"		"JamesKR-32066951"	"LDHB"	"ENSG00000111716"	99		3.99e-130				0.8441586	""	""	
"Tfh"	"colon"	"immune"		"JamesKR-32066951"	"LPAR6"	"ENSG00000139679"	99		6.34e-175				2.8477817	""	""	
"Tfh"	"colon"	"immune"		"JamesKR-32066951"	"MAF"	"ENSG00000178573"	99		3.86e-94				2.1876383	""	""	
"Tfh"	"colon"	"immune"		"JamesKR-32066951"	"MALAT1"	"ENSG00000251562"	99		4.73e-289				0.20727219	""	""	
"Tfh"	"colon"	"immune"		"JamesKR-32066951"	"MTHFD2"	"ENSG00000065911"	99		1.59e-98				1.7048885	""	""	
"Tfh"	"colon"	"immune"		"JamesKR-32066951"	"NABP1"	"ENSG00000173559"	99		4.86e-102				1.6516625	""	""	
"Tfh"	"colon"	"immune"		"JamesKR-32066951"	"NPM1"	"ENSG00000181163"	99		2.07e-94				0.3709366	""	""	
"Tfh"	"colon"	"immune"		"JamesKR-32066951"	"PABPC1"	"ENSG00000070756"	99		1.14e-175				0.4666868	""	""	
"Tfh"	"colon"	"immune"		"JamesKR-32066951"	"PTGER4"	"ENSG00000171522"	99		1.85e-112				1.3180006	""	""	
"Tfh"	"colon"	"immune"		"JamesKR-32066951"	"PTPRC"	"ENSG00000081237"	99		3.15e-182				0.82723635	""	""	
"Tfh"	"colon"	"immune"		"JamesKR-32066951"	"RPL10A"	"ENSG00000198755"	99		1.72e-116				0.23599155	""	""	
"Tfh"	"colon"	"immune"		"JamesKR-32066951"	"RPL11"	"ENSG00000142676"	99		2.53e-153				0.21470734	""	""	
"Tfh"	"colon"	"immune"		"JamesKR-32066951"	"RPL13"	"ENSG00000167526"	99		1.77e-158				0.17475194	""	""	
"Tfh"	"colon"	"immune"		"JamesKR-32066951"	"RPL13A"	"ENSG00000142541"	99		2.11e-191				0.26608554	""	""	
"Tfh"	"colon"	"immune"		"JamesKR-32066951"	"RPL19"	"ENSG00000108298"	99		1.44e-96				0.16948323	""	""	
"Tfh"	"colon"	"immune"		"JamesKR-32066951"	"RPL21"	"ENSG00000122026"	99		8.87e-243				0.26574108	""	""	
"Tfh"	"colon"	"immune"		"JamesKR-32066951"	"RPL22"	"ENSG00000116251"	99		1.03e-149				0.32701722	""	""	
"Tfh"	"colon"	"immune"		"JamesKR-32066951"	"RPL23A"	"ENSG00000198242"	99		5.28e-135				0.20334432	""	""	
"Tfh"	"colon"	"immune"		"JamesKR-32066951"	"RPL24"	"ENSG00000114391"	99		9.76e-100				0.23481561	""	""	
"Tfh"	"colon"	"immune"		"JamesKR-32066951"	"RPL27A"	"ENSG00000166441"	99		1.46e-132				0.25696766	""	""	
"Tfh"	"colon"	"immune"		"JamesKR-32066951"	"RPL3"	"ENSG00000100316"	99		3.36e-145				0.17487504	""	""	
"Tfh"	"colon"	"immune"		"JamesKR-32066951"	"RPL30"	"ENSG00000156482"	99		1.04e-153				0.26029092	""	""	
"Tfh"	"colon"	"immune"		"JamesKR-32066951"	"RPL31"	"ENSG00000071082"	99		4.51e-221				0.3948419	""	""	
"Tfh"	"colon"	"immune"		"JamesKR-32066951"	"RPL32"	"ENSG00000144713"	99		2.69e-188				0.23573172	""	""	
"Tfh"	"colon"	"immune"		"JamesKR-32066951"	"RPL34"	"ENSG00000109475"	99		1.37e-226				0.25006813	""	""	
"Tfh"	"colon"	"immune"		"JamesKR-32066951"	"RPL35"	"ENSG00000136942"	99		3.74e-110				0.1933091	""	""	
"Tfh"	"colon"	"immune"		"JamesKR-32066951"	"RPL35A"	"ENSG00000182899"	99		1.04e-165				0.22986135	""	""	
"Tfh"	"colon"	"immune"		"JamesKR-32066951"	"RPL36"	"ENSG00000130255"	99		3.97e-213				0.2788514	""	""	
"Tfh"	"colon"	"immune"		"JamesKR-32066951"	"RPL36A"	"ENSG00000241343"	99		3.9e-101				0.35640582	""	""	
"Tfh"	"colon"	"immune"		"JamesKR-32066951"	"RPL37"	"ENSG00000145592"	99		6.69e-133				0.23069343	""	""	
"Tfh"	"colon"	"immune"		"JamesKR-32066951"	"RPL38"	"ENSG00000172809"	99		8.08e-179				0.35259372	""	""	
"Tfh"	"colon"	"immune"		"JamesKR-32066951"	"RPL39"	"ENSG00000198918"	99		1.05e-154				0.20648703	""	""	
"Tfh"	"colon"	"immune"		"JamesKR-32066951"	"RPL4"	"ENSG00000174444"	99		7.62e-104				0.26067966	""	""	
"Tfh"	"colon"	"immune"		"JamesKR-32066951"	"RPL41"	"ENSG00000229117"	99		6.86e-117				0.12697084	""	""	
"Tfh"	"colon"	"immune"		"JamesKR-32066951"	"RPL7"	"ENSG00000147604"	99		8.62e-166				0.29151982	""	""	
"Tfh"	"colon"	"immune"		"JamesKR-32066951"	"RPL9"	"ENSG00000163682"	99		1.87e-210				0.28159302	""	""	
"Tfh"	"colon"	"immune"		"JamesKR-32066951"	"RPLP2"	"ENSG00000177600"	99		4.7e-180				0.22386754	""	""	
"Tfh"	"colon"	"immune"		"JamesKR-32066951"	"RPS10"	"ENSG00000124614"	99		1.78e-98				0.29795772	""	""	
"Tfh"	"colon"	"immune"		"JamesKR-32066951"	"RPS12"	"ENSG00000112306"	99		5.31e-140				0.2132376	""	""	
"Tfh"	"colon"	"immune"		"JamesKR-32066951"	"RPS13"	"ENSG00000110700"	99		1.45e-163				0.2680805	""	""	
"Tfh"	"colon"	"immune"		"JamesKR-32066951"	"RPS14"	"ENSG00000164587"	99		1.88e-117				0.1673988	""	""	
"Tfh"	"colon"	"immune"		"JamesKR-32066951"	"RPS15A"	"ENSG00000134419"	99		5.1e-191				0.23322743	""	""	
"Tfh"	"colon"	"immune"		"JamesKR-32066951"	"RPS17"	"ENSG00000182774"	99		1.4e-120				0.36944228	""	""	
"Tfh"	"colon"	"immune"		"JamesKR-32066951"	"RPS18"	"ENSG00000231500"	99		1.7e-117				0.14763092	""	""	
"Tfh"	"colon"	"immune"		"JamesKR-32066951"	"RPS19"	"ENSG00000105372"	99		2.83e-111				0.16363795	""	""	
"Tfh"	"colon"	"immune"		"JamesKR-32066951"	"RPS2"	"ENSG00000140988"	99		7.14e-104				0.1569911	""	""	
"Tfh"	"colon"	"immune"		"JamesKR-32066951"	"RPS20"	"ENSG00000008988"	99		6.25e-167				0.34749445	""	""	
"Tfh"	"colon"	"immune"		"JamesKR-32066951"	"RPS25"	"ENSG00000118181"	99		2.75e-186				0.2613268	""	""	
"Tfh"	"colon"	"immune"		"JamesKR-32066951"	"RPS27"	"ENSG00000177954"	99		8.68e-204				0.24689749	""	""	
"Tfh"	"colon"	"immune"		"JamesKR-32066951"	"RPS27A"	"ENSG00000143947"	99		4.17e-192				0.22932711	""	""	
"Tfh"	"colon"	"immune"		"JamesKR-32066951"	"RPS28"	"ENSG00000233927"	99		8.7e-170				0.20530243	""	""	
"Tfh"	"colon"	"immune"		"JamesKR-32066951"	"RPS29"	"ENSG00000213741"	99		1.85e-239				0.32319948	""	""	
"Tfh"	"colon"	"immune"		"JamesKR-32066951"	"RPS3"	"ENSG00000149273"	99		9.67e-190				0.25510144	""	""	
"Tfh"	"colon"	"immune"		"JamesKR-32066951"	"RPS3A"	"ENSG00000145425"	99		3e-122				0.21025687	""	""	
"Tfh"	"colon"	"immune"		"JamesKR-32066951"	"RPS4X"	"ENSG00000198034"	99		9.75e-120				0.1676743	""	""	
"Tfh"	"colon"	"immune"		"JamesKR-32066951"	"RPS6"	"ENSG00000137154"	99		1.76e-199				0.23067416	""	""	
"Tfh"	"colon"	"immune"		"JamesKR-32066951"	"RPS8"	"ENSG00000142937"	99		2.27e-93				0.1632014	""	""	
"Tfh"	"colon"	"immune"		"JamesKR-32066951"	"SARAF"	"ENSG00000133872"	99		6.25e-135				0.5118863	""	""	
"Tfh"	"colon"	"immune"		"JamesKR-32066951"	"SFXN1"	"ENSG00000164466"	99		1.17e-202				2.5313678	""	""	
"Tfh"	"colon"	"immune"		"JamesKR-32066951"	"SLC2A3"	"ENSG00000059804"	99		2.66e-142				1.1868135	""	""	
"Tfh"	"colon"	"immune"		"JamesKR-32066951"	"SOCS1"	"ENSG00000185338"	99		2.97e-193				1.9930756	""	""	
"Tfh"	"colon"	"immune"		"JamesKR-32066951"	"SOCS3"	"ENSG00000184557"	99		0				2.1837666	""	""	
"Tfh"	"colon"	"immune"		"JamesKR-32066951"	"SRGN"	"ENSG00000122862"	99		1.34e-98				0.47197017	""	""	
"Tfh"	"colon"	"immune"		"JamesKR-32066951"	"STAT3"	"ENSG00000168610"	99		2.75e-189				1.4180052	""	""	
"Tfh"	"colon"	"immune"		"JamesKR-32066951"	"TCF7"	"ENSG00000081059"	99		2.26e-118				1.5666026	""	""	
"Tfh"	"colon"	"immune"		"JamesKR-32066951"	"TMSB10"	"ENSG00000034510"	99		2.93e-106				0.3104635	""	""	
"Tfh"	"colon"	"immune"		"JamesKR-32066951"	"TMSB4X"	"ENSG00000205542"	99		6.81e-91				0.20540503	""	""	
"Tfh"	"colon"	"immune"		"JamesKR-32066951"	"TOMM7"	"ENSG00000196683"	99		1.87e-129				0.47214213	""	""	
"Tfh"	"colon"	"immune"		"JamesKR-32066951"	"TRAC"	"ENSG00000277734"	99		6.64e-258				1.358601	""	""	
"Tfh"	"colon"	"immune"		"JamesKR-32066951"	"UGP2"	"ENSG00000169764"	99		1.94e-126				1.4975058	""	""	
"Th1"	"colon"	"immune"		"JamesKR-32066951"	"ADGRE5"	"ENSG00000123146"	99		1.3e-168				1.2255849	""	""	
"Th1"	"colon"	"immune"		"JamesKR-32066951"	"ANXA1"	"ENSG00000135046"	99		0				1.8827834	""	""	
"Th1"	"colon"	"immune"		"JamesKR-32066951"	"ARL4C"	"ENSG00000188042"	99		1.29e-125				1.3212508	""	""	
"Th1"	"colon"	"immune"		"JamesKR-32066951"	"B2M"	"ENSG00000166710"	99		0				0.17331141	""	""	
"Th1"	"colon"	"immune"		"JamesKR-32066951"	"BTG1"	"ENSG00000133639"	99		5.62e-190				0.39071605	""	""	
"Th1"	"colon"	"immune"		"JamesKR-32066951"	"CALM1"	"ENSG00000198668"	99		7.78e-148				0.5680452	""	""	
"Th1"	"colon"	"immune"		"JamesKR-32066951"	"CCL5"	"ENSG00000271503"	99		0				2.0978107	""	""	
"Th1"	"colon"	"immune"		"JamesKR-32066951"	"CD2"	"ENSG00000116824"	99		0				1.4524642	""	""	
"Th1"	"colon"	"immune"		"JamesKR-32066951"	"CD3D"	"ENSG00000167286"	99		0				1.2205817	""	""	
"Th1"	"colon"	"immune"		"JamesKR-32066951"	"CD3E"	"ENSG00000198851"	99		1.07e-256				1.1632786	""	""	
"Th1"	"colon"	"immune"		"JamesKR-32066951"	"CD3G"	"ENSG00000160654"	99		1.4e-128				1.2156016	""	""	
"Th1"	"colon"	"immune"		"JamesKR-32066951"	"CD40LG"	"ENSG00000102245"	99		5.49e-180				2.1638074	""	""	
"Th1"	"colon"	"immune"		"JamesKR-32066951"	"CD44"	"ENSG00000026508"	99		2.43e-143				0.6520918	""	""	
"Th1"	"colon"	"immune"		"JamesKR-32066951"	"CD69"	"ENSG00000110848"	99		8.12e-235				0.68761027	""	""	
"Th1"	"colon"	"immune"		"JamesKR-32066951"	"CD96"	"ENSG00000153283"	99		7.13e-183				1.4701755	""	""	
"Th1"	"colon"	"immune"		"JamesKR-32066951"	"CLEC2D"	"ENSG00000069493"	99		1.18e-153				1.1847222	""	""	
"Th1"	"colon"	"immune"		"JamesKR-32066951"	"CRIP1"	"ENSG00000213145"	99		3.35e-175				1.0564564	""	""	
"Th1"	"colon"	"immune"		"JamesKR-32066951"	"CXCR4"	"ENSG00000121966"	99		6.19e-168				0.6390931	""	""	
"Th1"	"colon"	"immune"		"JamesKR-32066951"	"DDX5"	"ENSG00000108654"	99		3.69e-216				0.41570297	""	""	
"Th1"	"colon"	"immune"		"JamesKR-32066951"	"DNAJA1"	"ENSG00000086061"	99		8.35e-202				0.9663108	""	""	
"Th1"	"colon"	"immune"		"JamesKR-32066951"	"DNAJB1"	"ENSG00000132002"	99		1.51e-266				0.99108547	""	""	
"Th1"	"colon"	"immune"		"JamesKR-32066951"	"DOK2"	"ENSG00000147443"	99		6.23e-130				1.6201824	""	""	
"Th1"	"colon"	"immune"		"JamesKR-32066951"	"DUSP2"	"ENSG00000158050"	99		1.21e-172				1.0210792	""	""	
"Th1"	"colon"	"immune"		"JamesKR-32066951"	"EIF1"	"ENSG00000173812"	99		2.86e-168				0.20543909	""	""	
"Th1"	"colon"	"immune"		"JamesKR-32066951"	"ETS1"	"ENSG00000134954"	99		6.8e-151				1.1294931	""	""	
"Th1"	"colon"	"immune"		"JamesKR-32066951"	"FOSB"	"ENSG00000125740"	99		8.45e-217				0.73098946	""	""	
"Th1"	"colon"	"immune"		"JamesKR-32066951"	"FTH1"	"ENSG00000167996"	99		2.34e-130				0.27779487	""	""	
"Th1"	"colon"	"immune"		"JamesKR-32066951"	"GATA3"	"ENSG00000107485"	99		2.02e-159				1.9719476	""	""	
"Th1"	"colon"	"immune"		"JamesKR-32066951"	"GPR171"	"ENSG00000174946"	99		7.62e-151				1.7094191	""	""	
"Th1"	"colon"	"immune"		"JamesKR-32066951"	"GPR183"	"ENSG00000169508"	99		2.5e-211				0.9723712	""	""	
"Th1"	"colon"	"immune"		"JamesKR-32066951"	"H3F3B"	"ENSG00000132475"	99		5.92e-138				0.2647041	""	""	
"Th1"	"colon"	"immune"		"JamesKR-32066951"	"HCST"	"ENSG00000126264"	99		6.47e-160				1.0532974	""	""	
"Th1"	"colon"	"immune"		"JamesKR-32066951"	"HLA-A"	"ENSG00000206503"	99		1.71e-254				0.437736	""	""	
"Th1"	"colon"	"immune"		"JamesKR-32066951"	"HLA-B"	"ENSG00000234745"	99		6.06e-158				0.21725993	""	""	
"Th1"	"colon"	"immune"		"JamesKR-32066951"	"HSPA8"	"ENSG00000109971"	99		1.39e-232				0.65235686	""	""	
"Th1"	"colon"	"immune"		"JamesKR-32066951"	"ID2"	"ENSG00000115738"	99		0				1.66493	""	""	
"Th1"	"colon"	"immune"		"JamesKR-32066951"	"IDS"	"ENSG00000010404"	99		3.66e-164				0.9726848	""	""	
"Th1"	"colon"	"immune"		"JamesKR-32066951"	"IL32"	"ENSG00000008517"	99		0				1.6492206	""	""	
"Th1"	"colon"	"immune"		"JamesKR-32066951"	"IL7R"	"ENSG00000168685"	99		0				1.5445304	""	""	
"Th1"	"colon"	"immune"		"JamesKR-32066951"	"IRF1"	"ENSG00000125347"	99		1e-145				0.81979764	""	""	
"Th1"	"colon"	"immune"		"JamesKR-32066951"	"ITM2B"	"ENSG00000136156"	99		3.18e-138				0.49441117	""	""	
"Th1"	"colon"	"immune"		"JamesKR-32066951"	"JAML"	"ENSG00000160593"	99		1.02e-142				1.7204316	""	""	
"Th1"	"colon"	"immune"		"JamesKR-32066951"	"JUND"	"ENSG00000130522"	99		4.83e-232				0.8342113	""	""	
